m,unknowns,carry_bits
3443,66,55
4069,66,55
5321,78,66
5947,78,66
7199,78,66
9077,90,78
9703,90,78
11581,91,78
12833,91,78
13459,91,78
14711,91,78
16589,104,91
18467,104,91
19093,104,91
20971,105,91
22223,105,91
22849,105,91
24727,105,91
25979,105,91
27857,105,91
30361,105,91
31613,105,91
32239,105,91
33491,119,105
34117,119,105
35369,119,105
39751,119,105
41003,120,105
42881,120,105
43507,120,105
46637,120,105
47263,120,105
49141,120,105
51019,120,105
52271,120,105
54149,120,105
56027,120,105
56653,120,105
59783,120,105
60409,120,105
61661,120,105
62287,120,105
66043,135,120
69799,135,120
71051,135,120
71677,135,120
72929,135,120
74807,135,120
75433,135,120
78563,135,120
80441,136,120
82319,136,120
84197,136,120
84823,136,120
86701,136,120
87953,136,120
88579,136,120
91709,136,120
96091,136,120
97343,136,120
97969,136,120
