m,unknowns,carry_bits
4559,22,15
5141,25,17
5723,20,13
5917,25,17
6499,23,16
6887,24,16
7081,26,18
7663,23,15
8051,23,16
8633,29,21
9409,31,23
303,0,0
505,11,7
707,0,0
1111,16,11
1313,17,12
1717,19,12
1919,16,10
2323,19,14
2929,20,14
3131,17,11
3737,24,17
4141,26,18
4343,23,16
4747,22,15
5353,23,16
5959,22,15
6161,25,18
6767,23,15
7171,25,18
7373,28,19
7979,23,15
8383,26,18
8989,31,22
9797,32,23
10201,30,22
309,0,0
515,0,0
721,11,8
1133,19,13
1339,6,3
1751,17,11
1957,19,12
2369,22,16
2987,17,11
3193,20,14
3811,19,13
4223,22,15
4429,26,18
4841,25,18
5459,21,15
6077,24,16
6283,20,13
6901,26,17
7313,28,20
7519,23,15
8137,27,19
8549,30,21
9167,26,18
9991,28,20
10403,24,17
10609,28,20
321,0,0
535,7,3
749,0,0
1177,18,14
1391,14,9
1819,16,10
2033,19,13
2461,22,15
3103,17,11
3317,20,13
3959,20,13
4387,23,17
4601,25,18
5029,26,18
5671,22,15
6313,24,17
6527,20,13
7169,29,21
7597,26,17
7811,25,18
8453,31,22
8881,29,21
9523,26,19
10379,24,16
10807,25,17
11021,29,20
11449,27,19
327,0,0
545,15,12
763,0,0
1199,16,11
1417,16,12
1853,19,12
2071,20,14
2507,19,13
3161,20,14
3379,17,12
4033,23,16
4469,25,17
4687,22,15
5123,22,16
5777,25,18
6431,21,14
6649,23,16
7303,25,17
7739,23,15
7957,28,19
8611,26,19
9047,28,20
9701,29,20
10573,29,20
11009,29,21
11227,23,15
11663,24,16
11881,28,20
339,0,0
565,0,0
791,0,0
1243,7,5
1469,16,10
1921,19,13
2147,19,14
2599,18,12
3277,20,13
3503,17,11
4181,26,18
4633,27,20
4859,22,15
5311,21,14
5989,23,15
6667,20,13
6893,23,15
7571,24,17
8023,25,17
8249,30,22
8927,26,18
9379,26,19
10057,31,23
10961,31,23
11413,31,22
11639,25,17
12091,24,16
12317,30,21
12769,27,19
381,0,0
635,4,2
889,0,0
1397,16,10
1651,13,9
2159,19,13
2413,22,15
2921,20,14
3683,12,9
3937,0,0
4699,22,15
5207,22,15
5461,24,16
5969,24,17
6731,20,13
7493,19,13
7747,0,0
8509,30,21
9017,30,22
9271,27,19
10033,30,22
10541,28,19
11303,25,17
12319,24,16
12827,24,16
13081,29,21
13589,29,20
13843,26,19
14351,19,13
16129,24,18
393,0,0
655,0,0
917,0,0
1441,7,4
1703,17,11
2227,0,0
2489,0,0
3013,18,12
3799,20,13
4061,22,14
4847,10,6
5371,18,12
5633,21,15
6157,29,20
6943,24,16
7729,27,19
7991,25,17
8777,0,0
9301,17,11
9563,15,10
10349,24,16
10873,24,17
11659,21,14
12707,28,20
13231,27,18
13493,32,22
14017,32,23
14279,30,21
14803,30,22
16637,35,25
17161,0,0
411,0,0
685,0,0
959,4,2
1507,0,0
1781,18,11
2329,0,0
2603,11,7
3151,19,12
3973,22,14
4247,23,16
5069,13,8
5617,21,15
5891,18,13
6439,25,17
7261,28,19
8083,24,17
8357,29,20
9179,0,0
9727,12,7
10001,19,14
10823,22,15
11371,21,14
12193,24,17
13289,30,21
13837,32,22
14111,27,18
14659,30,22
14933,32,22
15481,32,23
17399,31,22
17947,5,1
18769,22,16
417,0,0
695,0,0
973,4,2
1529,0,0
1807,16,10
2363,0,0
2641,17,13
3197,22,14
4031,19,12
4309,25,17
5143,18,12
5699,18,13
5977,21,15
6533,27,18
7367,25,17
8201,32,24
8479,27,19
9313,20,15
9869,20,14
10147,16,12
10981,24,16
11537,24,17
12371,30,22
13483,29,20
14039,30,21
14317,30,20
14873,32,23
15151,27,18
15707,26,17
17653,35,25
18209,8,5
19043,18,13
19321,22,16
447,0,0
745,0,0
1043,7,4
1639,17,11
1937,19,13
2533,0,0
2831,15,10
3427,19,13
4321,25,18
4619,22,15
5513,21,15
6109,20,13
6407,26,18
7003,23,15
7897,27,19
8791,29,21
9089,30,22
9983,12,7
10579,21,15
10877,24,16
11771,21,14
12367,29,20
13261,32,22
14453,32,22
15049,32,23
15347,27,19
15943,30,21
16241,30,21
16837,36,26
18923,29,20
19519,19,13
20413,22,15
20711,25,17
22201,27,19
453,0,0
755,0,0
1057,18,14
1661,18,11
1963,13,8
2567,15,10
2869,17,11
3473,22,15
4379,22,15
4681,25,18
5587,17,12
6191,24,16
6493,27,18
7097,26,18
8003,24,17
8909,30,21
9211,25,17
10117,19,13
10721,24,17
11023,21,14
11929,24,17
12533,32,22
13439,29,20
14647,29,20
15251,29,21
15553,33,24
16157,32,22
16459,30,21
17063,32,23
19177,34,25
19781,23,16
20687,24,16
20989,27,18
22499,24,17
22801,29,21
471,0,0
785,14,10
1099,13,10
1727,15,9
2041,18,13
2669,17,11
2983,15,10
3611,19,12
4553,25,18
4867,22,16
5809,21,15
6437,27,18
6751,23,15
7379,24,17
8321,31,23
9263,27,19
9577,29,21
10519,22,15
11147,21,14
11461,24,16
12403,29,21
13031,29,20
13973,32,22
15229,30,20
15857,31,22
16171,27,18
16799,31,22
17113,35,26
17741,36,26
19939,31,23
20567,27,19
21509,30,21
21823,25,17
23393,28,20
23707,24,16
24649,37,27
489,0,0
815,6,3
1141,0,0
1793,19,13
2119,20,14
2771,4,1
3097,22,15
3749,22,14
4727,23,16
5053,25,17
6031,18,12
6683,23,15
7009,26,18
7661,25,16
8639,26,18
9617,30,22
9943,28,20
10921,24,17
11573,24,16
11899,21,14
12877,32,22
13529,33,24
14507,29,20
15811,30,22
16463,32,23
16789,36,26
17441,35,26
17767,32,23
18419,30,22
20701,36,26
21353,28,20
22331,25,17
22657,29,21
24287,24,16
24613,36,25
25591,32,22
26569,36,26
501,0,0
835,0,0
1169,17,13
1837,19,12
2171,12,8
2839,14,9
3173,22,14
3841,22,15
4843,22,15
5177,23,16
6179,24,17
6847,23,15
7181,29,20
7849,26,18
8851,28,21
9853,29,20
10187,25,17
11189,24,16
11857,24,17
12191,21,14
13193,32,23
13861,31,21
14863,28,19
16199,30,21
16867,31,23
17201,33,24
17869,36,26
18203,30,21
18871,32,23
21209,33,24
21877,28,19
22879,25,17
23213,27,18
24883,32,23
25217,37,27
26219,30,20
27221,37,26
27889,35,25
519,0,0
865,15,11
1211,7,4
1903,16,10
2249,21,16
2941,15,9
3287,20,13
3979,19,12
5017,25,18
5363,20,14
6401,28,20
7093,26,17
7439,24,16
8131,23,16
9169,29,21
10207,25,17
10553,28,20
11591,22,15
12283,21,14
12629,33,23
13667,28,20
14359,31,22
15397,32,22
16781,36,26
17473,36,27
17819,31,22
18511,32,23
18857,34,25
19549,36,26
21971,33,25
22663,26,18
23701,29,20
24047,24,16
25777,35,25
26123,32,22
27161,37,27
28199,32,22
28891,32,22
29929,35,25
537,0,0
895,0,0
1253,1,0
1969,19,13
2327,19,13
3043,4,2
3401,22,15
4117,25,17
5191,21,14
5549,23,15
6623,22,14
7339,22,14
7697,29,21
8413,30,21
9487,27,19
10561,28,20
10919,25,17
11993,24,17
12709,31,21
13067,27,18
14141,30,20
14857,32,23
15931,28,19
17363,32,24
18079,31,22
18437,36,26
19153,35,26
19511,33,24
20227,32,24
22733,36,26
23449,28,20
24523,24,16
24881,36,26
26671,33,23
27029,37,26
28103,34,24
29177,36,26
29893,36,25
30967,34,24
32041,35,25
543,0,0
905,15,10
1267,0,0
1991,17,11
2353,22,16
3077,22,14
3439,19,12
4163,22,16
5249,23,16
5611,20,13
6697,27,19
7421,25,16
7783,24,16
8507,26,18
9593,29,21
10679,25,17
11041,28,20
12127,21,14
12851,28,20
13213,32,22
14299,26,17
15023,28,19
16109,31,21
17557,36,26
18281,33,24
18643,33,25
19367,31,22
19729,36,27
20453,33,23
22987,27,18
23711,24,16
24797,37,26
25159,34,24
26969,37,27
27331,34,25
28417,36,26
29503,31,21
30227,33,24
31313,37,27
32399,31,21
32761,35,25
573,0,0
955,7,4
1337,15,10
2101,21,14
2483,18,13
3247,19,12
3629,22,14
4393,25,18
5539,20,14
5921,23,16
7067,22,14
7831,26,18
8213,32,23
8977,31,23
10123,25,17
11269,32,23
11651,25,18
12797,31,21
13561,32,23
13943,29,20
15089,31,22
15853,31,21
16999,32,23
18527,32,23
19291,29,20
19673,36,27
20437,35,25
20819,33,25
21583,32,23
24257,33,24
25021,36,25
26167,32,22
26549,35,24
28459,31,21
28841,36,26
29987,31,22
31133,37,26
31897,36,26
33043,37,28
34189,39,28
34571,34,24
36481,39,29
579,0,0
965,1,0
1351,10,6
2123,16,11
2509,22,15
3281,22,15
3667,19,13
4439,23,16
5597,23,15
5983,20,13
7141,25,16
7913,25,17
8299,26,18
9071,26,18
10229,28,19
11387,24,16
11773,26,17
12931,29,21
13703,31,22
14089,32,23
15247,27,18
16019,29,21
17177,35,26
18721,34,25
19493,35,25
19879,32,23
20651,32,23
21037,32,22
21809,34,25
24511,28,19
25283,34,25
26441,36,26
26827,32,22
28757,37,26
29143,35,25
30301,36,25
31459,33,24
32231,32,22
33389,39,28
34547,35,26
34933,39,28
36863,33,23
37249,40,30
591,0,0
985,15,10
1379,0,0
2167,19,13
2561,20,14
3349,22,14
3743,19,12
4531,22,16
5713,23,16
6107,20,13
7289,26,18
8077,27,18
8471,29,21
9259,26,18
10441,30,22
11623,25,17
12017,26,18
13199,27,18
13987,28,20
14381,32,22
15563,27,18
16351,27,18
17533,35,25
19109,34,24
19897,34,25
20291,32,24
21079,31,22
21473,31,22
22261,32,22
25019,29,20
25807,32,22
26989,36,25
27383,33,23
29353,36,26
29747,32,23
30929,37,27
32111,31,21
32899,37,28
34081,38,28
35263,35,25
35657,40,30
37627,34,24
38021,39,28
38809,39,29
597,0,0
995,0,0
1393,14,10
2189,22,15
2587,11,8
3383,20,13
3781,22,14
4577,25,18
5771,20,13
6169,23,16
7363,24,17
8159,22,14
8557,29,20
9353,31,23
10547,25,18
11741,27,18
12139,24,16
13333,33,23
14129,30,21
14527,29,20
15721,31,22
16517,36,26
17711,31,22
19303,31,22
20099,32,24
20497,36,27
21293,31,21
21691,32,23
22487,31,22
25273,32,23
26069,36,25
27263,32,22
27661,36,25
29651,34,25
30049,35,25
31243,33,23
32437,35,24
33233,40,30
34427,33,23
35621,39,28
36019,35,26
38009,38,28
38407,36,26
39203,35,26
39601,39,29
633,0,0
1055,4,2
1477,1,0
2321,22,16
2743,17,11
3587,19,13
4009,22,15
4853,25,17
6119,21,14
6541,23,15
7807,23,15
8651,25,17
9073,29,21
9917,29,20
11183,24,16
12449,27,19
12871,27,19
14137,30,21
14981,32,22
15403,29,20
16669,36,26
17513,35,26
18779,29,20
20467,30,22
21311,28,19
21733,35,25
22577,35,26
22999,34,25
23843,31,23
26797,33,23
27641,36,26
28907,32,22
29329,37,27
31439,32,22
31861,35,24
33127,36,26
34393,39,29
35237,39,28
36503,36,26
37769,40,30
38191,34,24
40301,38,27
40723,36,27
41567,35,25
41989,37,26
44521,36,26
669,0,0
1115,9,5
1561,16,11
2453,21,14
2899,16,11
3791,19,12
4237,25,17
5129,23,16
6467,20,14
6913,23,16
8251,26,18
9143,27,19
9589,29,20
10481,26,18
11819,24,16
13157,27,18
13603,25,18
14941,32,22
15833,33,24
16279,30,21
17617,36,27
18509,36,26
19847,34,25
21631,32,23
22523,27,18
22969,34,25
23861,34,24
24307,29,21
25199,29,20
28321,32,23
29213,37,26
30551,33,23
30997,37,26
33227,34,24
33673,40,30
35011,37,28
36349,38,27
37241,39,29
38579,35,26
39917,39,28
40363,34,24
42593,36,26
43039,36,26
43931,35,25
44377,37,27
47053,37,26
49729,38,28
681,0,0
1135,7,4
1589,0,0
2497,22,16
2951,18,12
3859,19,13
4313,25,18
5221,23,15
6583,21,14
7037,23,15
8399,25,17
9307,26,18
9761,30,22
10669,27,18
12031,23,15
13393,29,21
13847,28,20
15209,30,21
16117,31,21
16571,32,23
17933,35,25
18841,36,27
20203,30,21
22019,30,22
22927,31,22
23381,33,23
24289,32,23
24743,31,22
25651,30,22
28829,34,24
29737,35,25
31099,31,21
31553,37,27
33823,35,25
34277,38,27
35639,35,25
37001,40,30
37909,39,28
39271,36,26
40633,38,28
41087,36,26
43357,40,29
43811,35,26
44719,32,22
45173,39,28
47897,40,30
50621,36,25
51529,38,28
687,0,0
1145,17,12
1603,0,0
2519,19,13
2977,20,14
3893,22,14
4351,22,15
5267,20,14
6641,23,16
7099,20,13
8473,31,23
9389,29,20
9847,27,19
10763,24,16
12137,27,19
13511,26,18
13969,29,21
15343,27,18
16259,29,21
16717,36,26
18091,31,22
19007,31,22
20381,35,25
22213,33,23
23129,33,24
23587,32,24
24503,29,20
24961,34,25
25877,34,24
29083,29,20
29999,31,21
31373,37,26
31831,34,24
34121,39,29
34579,36,27
35953,38,28
37327,35,25
38243,34,25
39617,40,30
40991,36,26
41449,39,29
43739,34,24
44197,36,25
45113,39,29
45571,37,28
48319,33,23
51067,30,20
51983,32,22
52441,37,27
699,0,0
1165,4,2
1631,0,0
2563,17,12
3029,19,12
3961,22,15
4427,22,15
5359,20,13
6757,23,15
7223,16,11
8621,29,20
9553,30,22
10019,27,20
10951,28,20
12349,28,19
13747,24,17
14213,28,19
15611,27,18
16543,32,23
17009,34,25
18407,31,22
19339,30,21
20737,36,27
22601,36,27
23533,31,21
23999,31,22
24931,29,21
25397,31,21
26329,33,24
29591,30,21
30523,31,21
31921,35,25
32387,33,24
34717,39,28
35183,35,25
36581,38,27
37979,34,24
38911,33,23
40309,38,27
41707,34,24
42173,36,25
44503,35,25
44969,36,26
45901,40,29
46367,32,22
49163,34,24
51959,34,24
52891,33,23
53357,37,26
54289,37,27
717,0,0
1195,9,6
1673,16,11
2629,20,13
3107,17,12
4063,19,12
4541,25,17
5497,23,16
6931,20,14
7409,18,13
8843,25,17
9799,29,21
10277,28,19
11233,26,18
12667,24,16
14101,29,20
14579,18,13
16013,32,22
16969,35,26
17447,33,24
18881,36,27
19837,34,24
21271,31,22
23183,29,20
24139,28,19
24617,33,24
25573,31,21
26051,31,23
27007,29,20
30353,32,23
31309,37,26
32743,31,21
33221,40,29
35611,35,25
36089,38,28
37523,37,28
38957,39,28
39913,39,29
41347,37,28
42781,37,26
43259,35,25
45649,40,30
46127,33,23
47083,30,20
47561,40,30
50429,36,25
53297,37,27
54253,37,26
54731,31,21
55687,36,26
57121,36,26
723,0,0
1205,0,0
1687,0,0
2651,9,6
3133,19,12
4097,25,18
4579,22,16
5543,21,14
6989,23,15
7471,11,8
8917,30,21
9881,31,23
10363,24,16
11327,25,17
12773,26,17
14219,23,15
14701,26,17
16147,29,21
17111,33,24
17593,35,26
19039,31,22
20003,31,23
21449,33,24
23377,33,24
24341,33,23
24823,31,22
25787,30,21
26269,33,23
27233,32,23
30607,18,13
31571,34,25
33017,39,29
33499,34,24
35909,39,28
36391,35,25
37837,40,29
39283,35,26
40247,35,25
41693,40,29
43139,37,28
43621,39,28
46031,34,24
46513,36,26
47477,39,28
47959,37,27
50851,33,24
53743,33,23
54707,32,23
55189,37,26
56153,38,28
57599,34,24
58081,37,27
753,0,0
1255,8,4
1757,0,0
2761,19,14
3263,16,10
4267,22,15
4769,25,18
5773,23,15
7279,15,10
7781,0,0
9287,29,21
10291,25,18
10793,28,20
11797,32,23
13303,24,16
14809,22,16
15311,14,10
16817,34,25
17821,36,26
18323,32,24
19829,34,24
20833,34,25
22339,30,22
24347,28,19
25351,31,22
25853,33,23
26857,33,24
27359,29,20
28363,28,19
31877,34,24
32881,39,29
34387,36,27
34889,40,30
37399,37,27
37901,39,28
39407,35,25
40913,39,29
41917,39,28
43423,35,25
44929,37,27
45431,36,26
47941,40,29
48443,32,22
49447,34,24
49949,38,27
52961,36,26
55973,37,26
56977,37,27
57479,36,26
58483,32,23
59989,38,27
60491,31,21
63001,32,24
771,0,0
1285,0,0
1799,13,8
2827,5,2
3341,22,14
4369,0,0
4883,0,0
5911,17,11
7453,25,16
7967,22,14
9509,18,12
10537,24,17
11051,21,14
12079,21,14
13621,31,21
15163,26,17
15677,31,21
17219,0,0
18247,9,5
18761,23,17
20303,19,13
21331,24,17
22873,27,19
24929,36,26
25957,35,24
26471,33,23
27499,31,21
28013,35,24
29041,36,26
32639,32,22
33667,1,0
35209,19,14
35723,15,10
38293,25,17
38807,23,16
40349,25,17
41891,28,20
42919,29,20
44461,32,22
46003,28,20
46517,32,22
49087,28,19
49601,41,30
50629,41,29
51143,39,28
54227,38,28
57311,36,25
58339,37,27
58853,40,28
59881,39,28
61423,36,25
61937,40,29
64507,35,24
66049,0,0
789,0,0
1315,0,0
1841,17,12
2893,3,1
3419,12,8
4471,0,0
4997,0,0
6049,20,15
7627,22,14
8153,25,17
9731,0,0
10783,20,13
11309,24,16
12361,31,22
13939,27,19
15517,32,22
16043,26,17
17621,13,8
18673,23,17
19199,18,12
20777,28,20
21829,27,18
23407,24,16
25511,34,24
26563,33,24
27089,37,27
28141,35,24
28667,30,20
29719,34,24
33401,39,29
34453,0,0
36031,4,1
36557,18,12
39187,23,17
39713,26,19
41291,28,19
42869,31,21
43921,33,24
45499,27,18
47077,30,20
47603,27,19
50233,40,29
50759,39,28
51811,36,26
52337,39,28
55493,40,28
58649,41,30
59701,39,27
60227,37,27
61279,36,25
62857,41,30
63383,39,28
66013,44,32
67591,0,0
69169,8,5
807,0,0
1345,0,0
1883,11,6
2959,10,6
3497,21,15
4573,0,0
5111,0,0
6187,22,14
7801,25,17
8339,25,18
9953,18,14
11029,23,15
11567,21,14
12643,26,18
14257,29,20
15871,25,16
16409,36,27
18023,0,0
19099,19,13
19637,22,15
21251,25,18
22327,26,18
23941,28,19
26093,35,24
27169,36,26
27707,32,22
28783,33,23
29321,37,27
30397,35,24
34163,35,26
35239,17,12
36853,0,0
37391,23,16
40081,25,18
40619,22,15
42233,31,22
43847,31,22
44923,28,19
46537,32,23
48151,33,24
48689,33,24
51379,36,26
51917,40,28
52993,40,29
53531,37,26
56759,37,26
59987,37,27
61063,38,27
61601,40,29
62677,41,29
64291,36,26
64829,39,27
67519,40,29
69133,7,2
70747,18,12
72361,11,6
813,0,0
1355,0,0
1897,17,11
2981,12,9
3523,19,13
4607,0,0
5149,19,12
6233,25,17
7859,22,15
8401,28,20
10027,13,10
11111,22,15
11653,24,16
12737,30,21
14363,27,18
15989,30,20
16531,32,24
18157,0,0
19241,22,16
19783,21,15
21409,28,20
22493,27,18
24119,26,18
26287,32,22
27371,31,21
27913,36,26
28997,37,26
29539,33,24
30623,32,22
34417,38,28
35501,20,14
37127,24,17
37669,26,18
40379,22,15
40921,25,18
42547,30,22
44173,34,24
45257,32,23
46883,29,21
48509,31,21
49051,27,18
51761,39,28
52303,36,25
53387,37,26
53929,40,29
57181,40,28
60433,40,29
61517,41,29
62059,36,25
63143,38,27
64769,40,29
65311,36,25
68021,42,30
69647,20,14
71273,23,17
72899,11,7
73441,15,10
831,0,0
1385,0,0
1939,8,4
3047,9,5
3601,22,15
4709,0,0
5263,18,12
6371,22,15
8033,25,17
8587,25,17
10249,24,17
11357,23,15
11911,22,15
13019,26,17
14681,31,22
16343,28,19
16897,35,26
18559,19,13
19667,19,14
20221,21,14
21883,24,16
22991,24,16
24653,37,26
26869,36,25
27977,36,26
28531,32,23
29639,35,25
30193,35,25
31301,37,26
35179,35,25
36287,11,6
37949,25,17
38503,23,16
41273,33,24
41827,28,20
43489,30,21
45151,29,20
46259,30,22
47921,32,23
49583,37,26
50137,41,30
52907,36,25
53461,41,29
54569,40,29
55123,38,28
58447,37,26
61771,36,25
62879,37,26
63433,41,30
64541,40,28
66203,40,29
66757,44,32
69527,41,30
71189,23,16
72851,11,7
74513,30,22
75067,26,18
76729,28,20
843,0,0
1405,0,0
1967,8,4
3091,18,12
3653,22,14
4777,0,0
5339,15,11
6463,22,14
8149,25,16
8711,26,18
10397,23,15
11521,24,17
12083,20,14
13207,29,20
14893,31,21
16579,30,22
17141,32,22
18827,20,14
19951,20,14
20513,28,20
22199,26,18
23323,24,16
25009,36,26
27257,36,26
28381,36,25
28943,33,23
30067,32,23
30629,35,24
31753,36,26
35687,37,27
36811,15,10
38497,25,18
39059,23,17
41869,33,23
42431,29,20
44117,33,23
45803,28,19
46927,28,19
48613,30,20
50299,36,25
50861,40,28
53671,38,27
54233,41,30
55357,39,27
55919,36,25
59291,37,26
62663,39,28
63787,36,25
64349,40,28
65473,40,29
67159,42,31
67721,43,32
70531,41,31
72217,23,17
73903,26,18
75589,30,21
76151,26,18
77837,31,22
78961,29,21
849,0,0
1415,0,0
1981,2,0
3113,21,15
3679,18,11
4811,0,0
5377,20,15
6509,25,16
8207,25,17
8773,28,19
10471,22,15
11603,20,14
12169,24,17
13301,28,18
14999,29,20
16697,34,25
17263,29,20
18961,22,16
20093,21,14
20659,25,18
22357,27,18
23489,27,19
25187,33,24
27451,33,23
28583,33,23
29149,37,26
30281,36,26
30847,33,23
31979,31,21
35941,38,27
37073,26,19
38771,22,16
39337,26,19
42167,31,22
42733,31,21
44431,29,20
46129,34,25
47261,34,24
48959,29,20
50657,40,29
51223,38,27
54053,40,28
54619,36,25
55751,38,27
56317,39,27
59713,40,29
63109,41,29
64241,39,28
64807,37,26
65939,41,31
67637,42,30
68203,38,27
71033,43,32
72731,20,14
74429,29,20
76127,25,17
76693,29,20
78391,27,19
79523,25,18
80089,31,23
879,0,0
1465,0,0
2051,9,6
3223,19,12
3809,22,15
4981,0,0
5567,17,11
6739,22,15
8497,28,20
9083,25,17
10841,24,17
12013,24,16
12599,29,20
13771,25,16
15529,31,22
17287,32,23
17873,33,24
19631,20,14
20803,24,17
21389,28,19
23147,24,16
24319,24,16
26077,36,25
28421,36,25
29593,37,27
30179,32,23
31351,34,24
31937,36,26
33109,40,29
37211,35,25
38383,22,15
40141,25,17
40727,23,16
43657,33,24
44243,29,21
46001,31,22
47759,29,20
48931,29,21
50689,41,30
52447,36,25
53033,39,28
55963,36,25
56549,39,27
57721,40,29
58307,38,28
61823,37,26
65339,36,25
66511,40,29
67097,44,33
68269,42,30
70027,40,29
70613,44,32
73543,41,30
75301,29,20
77059,26,19
78817,29,21
79403,26,18
81161,29,21
82333,37,26
82919,33,23
85849,38,28
921,0,0
1535,0,0
2149,9,6
3377,22,15
3991,19,12
5219,9,6
5833,20,14
7061,25,16
8903,26,18
9517,28,19
11359,20,13
12587,26,17
13201,31,22
14429,31,21
16271,26,17
18113,33,24
18727,32,23
20569,27,19
21797,28,19
22411,24,16
24253,28,19
25481,37,27
27323,33,23
29779,33,24
31007,33,23
31621,37,26
32849,40,30
33463,37,27
34691,36,27
38989,40,29
40217,25,18
42059,29,20
42673,32,23
45743,29,20
46357,35,25
48199,31,22
50041,40,29
51269,40,28
53111,37,26
54953,40,29
55567,36,25
58637,41,29
59251,37,27
60479,36,25
61093,39,27
64777,40,29
68461,42,30
69689,43,32
70303,40,29
71531,39,28
73373,43,31
73987,41,31
77057,43,32
78899,25,18
80741,28,19
82583,34,24
83197,36,25
85039,34,24
86267,31,21
86881,38,28
89951,33,23
94249,38,28
933,0,0
1555,9,5
2177,21,16
3421,21,13
4043,16,10
5287,18,12
5909,20,13
7153,25,17
9019,25,17
9641,28,20
11507,20,14
12751,25,16
13373,32,22
14617,33,24
16483,30,22
18349,32,22
18971,30,21
20837,27,18
22081,27,19
22703,25,17
24569,27,19
25813,36,25
27679,32,22
30167,34,24
31411,33,24
32033,35,25
33277,39,28
33899,34,24
35143,38,28
39497,40,30
40741,25,17
42607,29,20
43229,32,22
46339,32,24
46961,31,22
48827,28,19
50693,41,29
51937,39,28
53803,37,26
55669,39,27
56291,36,26
59401,40,29
60023,37,26
61267,37,27
61889,41,30
65621,44,32
69353,42,31
70597,44,32
71219,40,30
72463,39,28
74329,44,33
74951,42,31
78061,43,31
79927,26,18
81793,29,21
83659,31,21
84281,38,28
86147,34,25
87391,34,24
88013,37,26
91123,32,23
95477,36,25
96721,37,27
939,0,0
1565,10,7
2191,0,0
3443,18,12
4069,22,14
5321,20,14
5947,14,10
7199,22,14
9077,28,19
